202724738138847, 353439702288314, 275842759321855 @ -67, -74, 110
277039691560699, 237701297636748, 278840351213461 @ -75, 57, 49
306695743745592, 260421599612595, 255030018513007 @ 20, 33, -38
411412237567461, 504759775832424, 331349111712657 @ -268, -435, -103
303451664068059, 223988227104858, 255251901520797 @ 141, 172, -135
380928159526205, 184874394184544, 205355461239861 @ 69, 730, -216
316921393573491, 321610898394289, 269544049860336 @ -85, -91, 9
308383368890389, 311007480150128, 244804018404841 @ 37, -110, -28
134872727797959, 261334004232708, 281432806041571 @ 83, 21, 68
398085827940759, 267007163466018, 176544464059821 @ -61, 24, 15
42325178021169, 336747067981438, 396362032972741 @ 122, -62, -29
380806362733647, 217390964642228, 177407224519163 @ 47, 422, 38
222453738816437, 252691639514225, 318266935310931 @ -71, 29, 54
310190985779651, 555691814820059, 528304845772979 @ -101, -469, -394
411571089921107, 273318390231692, 160273656918783 @ -143, -55, 138
103919147765789, 285514989930638, 308069142729171 @ 81, -8, 54
370762152609357, 274551717882367, 183350921030834 @ 17, -25, 55
265309260383703, 346899317882286, 221385870086872 @ -121, -72, 161
146194102443384, 269229949098939, 397552859434212 @ 6, 11, -27
258555353731479, 280317423358158, 292991146508991 @ 11, -10, -22
93735969149514, 300038046930336, 252842823954459 @ 146, -30, 102
156255290421351, 221851482495678, 370575711685008 @ 55, 72, -47
335293996391880, 445034921218475, 478787775780920 @ -22, -529, -763
243383788374767, 321590388038490, 346275589306407 @ -47, -60, -27
284805421794815, 237091969305896, 319838897259901 @ -33, 70, -76
302704803401319, 361579027796244, 316965442922862 @ -9, -206, -149
249574979679029, 302882531124188, 328984670344843 @ -114, -23, 56
399159228597885, 399155283390747, 216388330291773 @ -151, -761, -140
254216656237255, 257239332906271, 215474575278986 @ 183, 43, 59
309060476903887, 296131243214586, 230260623839055 @ -20, -54, 51
361309786951231, 265876998366954, 199183517131859 @ 15, 24, 5
300415790046247, 67036168279650, 203749693496631 @ -36, 429, 129
325094837432734, 307334216853933, 91170650783951 @ -12, -99, 410
354356212447027, 514673454577098, 543175447114411 @ -206, -288, -241
307217786003091, 204377715686898, 259940218133895 @ 162, 262, -184
164008378809255, 329174936953208, 38803200816883 @ -13, -53, 356
398758243899321, 271577585499180, 221851375810887 @ -166, -5, -122
211425726374780, 310282304752879, 219220597554166 @ 78, -61, 119
29050146289071, 186320067823188, 161270768664582 @ 143, 102, 225
315835731418779, 265416329387178, 154751652389931 @ 156, 24, 227
199388783008879, 260195691612348, 153073450808511 @ 207, 30, 234
360237590969448, 337176668057025, 192671106381087 @ -138, -155, 138
196112888039104, 320806248041023, 487090576103011 @ -26, -49, -154
336516077444439, 273514998315729, 216348797747169 @ -9, -5, 28
311053718080071, 246274938176410, 218784339365233 @ 35, 76, 43
30498865503327, 105264642891717, 215269334221713 @ 127, 185, 168
195425018433492, 171801649346337, 307070141030073 @ -56, 111, 76
199749399567339, 169574672145134, 287610268797623 @ -34, 125, 80
98736980174037, 203915056974430, 248693996843162 @ 53, 80, 133
100392939820879, 321444442871232, 131329779518238 @ 111, -54, 261
306754887599199, 375154645566618, 386661509278431 @ -120, -144, -107
201547193400189, 391686252526738, 272059563874821 @ 62, -184, 45
395595330610961, 266762332547504, 177297910925569 @ 10, 29, -35
262359993802960, 255669687008330, 408700528163763 @ -86, 28, -90
405040283386211, 218621283473356, 170341386412605 @ -125, 478, 72
128084795855229, 208620760592114, 401185365416455 @ 86, 88, -82
270516026143991, 315538160930374, 295835257807645 @ 7, -80, -44
88370163319509, 105005234867958, 184216009705881 @ 108, 206, 197
167557538765299, 62389483997878, 332960492315431 @ 54, 289, -8
335064547598687, 270878178081882, 304291955140575 @ -86, 6, -117
376641967624227, 199474092749520, 329308743713479 @ -37, 390, -734
372587830364079, 246100547265498, 169052194173759 @ 161, 212, 90
314009010285119, 318141126962079, 292444055690364 @ 31, -135, -177
206408338311903, 172460303502810, 131559933018879 @ -68, 110, 256
130687578735057, 313518956051171, 368108900547243 @ 53, -41, -18
350526312301868, 184942462706137, 374055228787970 @ 28, 379, -739
399977823462696, 286702195923747, 162917808851211 @ -60, -175, 134
189120678569520, 403051170639648, 360061622465343 @ 144, -238, -150
359186659779021, 450058811353936, 373457761876999 @ -166, -341, -194
223194656219094, 301278760098548, 203494164629476 @ 134, -58, 127
359962497749275, 268293246383898, 379410165564103 @ -200, 12, -88
204210989400069, 145370715989523, 463821607645491 @ -67, 137, -82
243261462563407, 527715202988886, 288149603396023 @ -5, -399, 20
398431904829889, 294572699348178, 213735188067724 @ -179, -108, -43
398120376049454, 251351600464948, 259780534059211 @ -96, 146, -610
191715902288511, 261080574474774, 316997812379511 @ 63, 23, -16
109553745578564, 345252506499123, 199249006877646 @ 16, -63, 189
428203458330909, 344053979056298, 375431201202005 @ -304, -188, -353
397216421052714, 271114129659780, 173483370981069 @ 16, -22, -12
402904227191015, 271728512260394, 176216294608063 @ -72, -26, -22
333042901123594, 252248825289560, 261064746635786 @ -144, 38, 59
394359965343354, 280759376288332, 163587054342371 @ 86, -154, 94
282914814929836, 322938184490584, 412075486218283 @ 84, -134, -458
245617966188466, 239795124283057, 395038638457161 @ 40, 65, -216
405659336506309, 288756364827806, 121235582168129 @ 6, -346, 791
6263818263729, 154297393198398, 243751970387886 @ 193, 144, 129
404814443345897, 251385096576440, 196342338111061 @ -156, 139, -91
229723050012458, 236045834966471, 398016554553648 @ -8, 59, -123
397587185769564, 276311308517604, 179376605856888 @ -34, -70, -35
93069484879924, 244164373479632, 344248366896157 @ 66, 38, 28
396633713427591, 236983134886824, 229162269251121 @ -141, 191, -201
380617439626731, 270801582242397, 192911726208201 @ -5, -5, -36
212639169497355, 326909005396302, 323248235038071 @ 155, -112, -126
207201067146450, 248049454088391, 288032066111891 @ 62, 45, 14
90661848532889, 63568619590596, 316666189113661 @ 66, 231, 59
434297859636680, 372203154526848, 491127018633575 @ -306, -138, -254
140118677433279, 367918652481938, 289568101682991 @ 71, -115, 60
235148809608711, 414890457055074, 287049709567599 @ -96, -139, 96
136642167524242, 49304973792073, 179352043519530 @ 70, 287, 201
194009103158979, 252248765730048, 255174691333011 @ 181, 45, 24
394548857068335, 238322661049458, 292936182369231 @ -177, 132, -326
178651281819609, 451741815438642, 262269027626811 @ 46, -240, 84
123801832864541, 161265378872840, 415052111581847 @ 85, 146, -94
110253946952587, 304360612171922, 398901022890043 @ 40, -26, -25
343565057228253, 175897522163208, 281027529502012 @ -7, 342, -223
70253716348907, 288397853832350, 398699307026555 @ 114, -11, -47
314692398138121, 120142913402188, 294503562500329 @ 64, 497, -229
371918218940451, 143574286753930, 349096897603973 @ -91, 500, -533
116891638086213, 157427547208527, 374804849159253 @ 17, 123, 12
134319949534355, 360137665741454, 110318290073097 @ 75, -104, 288
125474272775479, 95231005074898, 235084289040761 @ 171, 280, 107
81448089332519, 235763132616318, 481331871554091 @ 57, 45, -99
97581929789407, 233441694011354, 370383130307903 @ 28, 46, 22
63601548381486, 62345866898572, 156644792649297 @ 314, 358, 228
160312836850835, 214462348619534, 419623218770765 @ 13, 74, -73
269534516989179, 527194131046098, 109531029297141 @ -29, -428, 308
190481177256894, 213447374754687, 238389251120617 @ 206, 129, 52
219700260746379, 320077367907498, 349853112598191 @ -54, -48, 6
295143056105583, 279369624407802, 271682998814483 @ -13, -12, -23
208627479601359, 35477937039702, 338173961771211 @ -29, 295, 9
309967083668122, 288802059520206, 183836670512973 @ 172, -72, 108
204280235388282, 271437931801653, 281376615852915 @ 58, 7, 30
268197666800430, 243319695651027, 274099119744732 @ -48, 51, 45
253815870149444, 321447044525183, 413758165170987 @ 76, -103, -330
311392297738899, 239228711062254, 241549315684692 @ -29, 80, 27
285498548337782, 300830446076311, 243352723194502 @ 10, -59, 37
199367978740596, 230817098734452, 262094971243263 @ 104, 78, 42
142364745975744, 309463221127963, 337836264294071 @ -10, -29, 50
389222101167679, 313414786068698, 299275120878911 @ -120, -217, -508
254627506068021, 208401271319220, 248311509517917 @ -118, 73, 137
237952977641035, 491889356861198, 205923440557691 @ -62, -263, 169
66314366118147, 213019740601812, 174568703057100 @ 59, 66, 213
234578194870719, 330670949208258, 402584262105951 @ -57, -65, -74
330466597264437, 277178845429848, 256857247665207 @ -30, -13, -58
224704416006495, 205351477673994, 461787840195183 @ -91, 75, -75
246013637742405, 428206264825230, 456807611621607 @ 62, -306, -370
296589240779391, 100521779760738, 264092594154207 @ 15, 417, -34
143154982308183, 244543975688714, 81200657915191 @ 158, 50, 349
296677173856149, 237055317069348, 99225210752001 @ 134, 117, 415
188646840748904, 253939933875823, 333756325910161 @ -12, 29, 20
338694436610023, 161897480867550, 238742768496999 @ -107, 243, 48
268953079264827, 315441416068528, 303274048518118 @ -61, -58, 11
256599333651594, 243202591937091, 369986205380907 @ -84, 43, -34
283759907300051, 395257206360322, 245768377339971 @ -42, -214, 69
258037222261431, 366114235155138, 216838243489023 @ -62, -123, 146
44853551771160, 405086326494360, 63860572475601 @ 92, -126, 324
248758440905376, 233036993128080, 127890412768641 @ -82, 54, 264
411657146362707, 233182270061562, 184874785920135 @ -138, 500, -208
337018219068501, 268605301801095, 233895803862534 @ -15, 11, -25
325484207420901, 302809832866164, 189218178162582 @ 9, -94, 123
234657811314584, 385264916915493, 448692763606542 @ -24, -153, -183
293795956787699, 254931870914774, 288968415945699 @ 106, 53, -183
309470962084383, 290599163052186, 275755992484095 @ 157, -76, -250
164792221507017, 259577766803636, 250811328958592 @ 125, 26, 77
317371077342471, 405074158303258, 305242215318799 @ -166, -148, 56
164432192169807, 212470579914174, 358964844021519 @ 67, 89, -50
192139044847099, 189180813830926, 464306976676247 @ -24, 103, -124
271967551607700, 551202132682197, 434879378485764 @ -16, -501, -277
133895470768731, 296381004926652, 416517255071583 @ 9, -17, -38
138261654332769, 285564724807050, 282609538982151 @ 106, -12, 54
222708329612403, 424837795662050, 419490882499279 @ 122, -310, -314
96815043744415, 461681397417811, 403830335641958 @ 63, -197, -37
382942713572379, 357060266735398, 256499245163011 @ -46, -533, -401
373928960409828, 356862450947425, 295404507169354 @ -148, -245, -179
366592570762779, 209257256398548, 208558403802261 @ 89, 411, -141
397392061296708, 279257539271397, 143266878288015 @ 80, -149, 378
146816015565804, 71360826516273, 164182459108736 @ -16, 207, 223
263513615835412, 149971524581433, 93705007939204 @ 94, 297, 377
396834654711094, 276913545089895, 195652501992678 @ 6, -87, -255
294305746007907, 282539430536406, 357700459544535 @ 8, -21, -240
311731089811598, 159733610269424, 555338951753240 @ -140, 158, -307
183430769483711, 262140178599790, 348213600533079 @ -17, 19, 12
190018158343876, 238915580043533, 334375620223335 @ -12, 47, 18
336281704904379, 264556192783267, 217178293342412 @ 11, 25, 11
268087161466872, 237888064252759, 216292146328701 @ 224, 113, 24
219523958873919, 441763789871322, 374525208452031 @ 41, -270, -126
237936936008331, 203198240982126, 234219279460035 @ -82, 85, 143
324394846927487, 348995461036826, 386009388556735 @ -182, -76, -20
208270750807071, 391852571589585, 96467454532014 @ 63, -191, 327
271770365539538, 259142224917515, 365473475370348 @ 24, 31, -207
205815994000950, 309237586404915, 435689261197482 @ -72, -29, -49
347180156555879, 259629002999069, 243106240763908 @ -89, 35, -5
231826491902435, 326126949045272, 276556221355769 @ -45, -62, 76
306178936650452, 87836355263949, 173964667744553 @ 34, 513, 176
183600997074799, 248745213140706, 312172721371157 @ 151, 48, -59
228505756792016, 297921251527949, 346133355295553 @ -86, -19, 32
223653876348850, 2923395200213, 261779172980141 @ 22, 427, 64
222021609733287, 279860542171236, 280956332012970 @ 23, -6, 35
245406743234943, 239094996251210, 152110871133807 @ 263, 103, 237
142454920353491, 487205972041069, 216886067194407 @ 27, -235, 162
303062705992204, 470034697989823, 155551847019886 @ -48, -395, 229
406823480063949, 251129033526813, 150140871727401 @ -107, 211, 268
392868244332479, 216195431039898, 190344686628511 @ 73, 648, -221
371192211933977, 274391764179522, 190426872306708 @ -87, -12, 87
401341415156511, 251410647074938, 168267790186575 @ -13, 232, 36
171198358682259, 314470070861583, 325668794757891 @ 43, -49, 6
281416579793904, 97181321072583, 400989267439101 @ 106, 491, -460
173656712994128, 304193042796599, 282677800569618 @ 120, -47, 21
253687548348143, 133550842848476, 287815854343933 @ -81, 178, 68
328310782419455, 278001974498202, 230743275722943 @ -27, -15, 18
207444976171679, 280087760134058, 157236220367391 @ 21, -5, 228
25695201203972, 259744028383686, 152361015975160 @ 268, 24, 235
360064801596903, 357860131359246, 137974052575119 @ -107, -249, 278
354674992463119, 240556037214742, 239477850594443 @ 51, 151, -199
379391234552019, 457244462203818, 472784384822651 @ -226, -264, -233
250758312332544, 156273839178723, 99138180672686 @ -82, 147, 299
316644912696709, 389928098471764, 70834502230885 @ 141, -482, 568
304942681542441, 268659535236976, 234389576191827 @ 32, 11, 12
164042896347362, 413208420138314, 396224391386834 @ 82, -196, -115
158721274859719, 254088624078934, 381362023566861 @ -29, 26, 9
359228276642115, 334177319830850, 351465941637535 @ 53, -344, -838
322810945299349, 157347807110528, 169645048067065 @ 66, 407, 175
245239303162309, 519505754352624, 131950477165495 @ -54, -321, 262
394367996546129, 244332900141898, 160141752949901 @ -54, 212, 175
357899663464354, 278744201626398, 192090350380511 @ 82, -48, 10
241224163373947, 352379070368828, 61604481302953 @ 153, -193, 457
